Home Ownership,Annual Income,Years in current job,Tax Liens,Number of Open Accounts,Years of Credit History,Maximum Open Credit,Number of Credit Problems,Bankruptcies,Purpose,Term,Current Loan Amount,Current Credit Balance,Monthly Debt,Credit Score,Credit Default,Credit Score Outlier,Credit Score NaN,Current Loan Amount Outlier,Maximum Open Credit Outlier,Annual Income NaN,Years in current job NaN,Bankruptcies NaN,Home Ownership Outlier,Years of Credit History Outlier,Monthly Debt Outlier,Home Ownership_Home Mortgage,Home Ownership_Own Home,Home Ownership_Rent,Purpose_business,Purpose_educational expenses,Purpose_entertainment,Purpose_needs,Purpose_other,Purpose_purchase,Purpose_renewable energy,Years in current Cat,Credit Score Cat,Monthly Income,Monthly Inc Debt Diff,Current Loan and Monthly Income Diff
Home Mortgage,845861.0,10,0.0,7.0,28.3,335390.0,1.0,1.0,needs,,255992.0,21717.0,1924.0,738.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,3,4.0,70488.41666666667,68564.41666666667,185503.5833333333
Rent,1168386.0,2,0.0,8.0,24.4,266288.0,2.0,2.0,needs,,266288.0,31445.0,12443.0,740.0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,4.0,97365.5,84922.5,168922.5
Home Mortgage,1549944.0,3,0.0,12.0,16.2,785158.0,0.0,0.0,needs,,201718.0,563502.0,26220.0,722.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,2.0,129162.0,102942.0,72556.0
Home Mortgage,1006506.0,0,0.0,12.0,11.9,464024.0,0.0,0.0,needs,,431640.0,310175.0,28685.0,708.0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,2.0,83875.5,55190.5,347764.5
Rent,1693565.0,4,0.0,13.0,20.8,1709048.0,0.0,0.0,needs,,309573.0,842802.0,41210.0,746.0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,4.0,141130.41666666666,99920.41666666666,168442.58333333334
Home Mortgage,1168386.0,4,0.0,14.0,15.4,181214.0,1.0,1.0,needs,,78826.0,88426.0,7164.0,740.0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,4.0,97365.5,90201.5,-18539.5
Home Mortgage,1194131.0,10,0.0,14.0,25.3,541684.0,0.0,0.0,needs,,267608.0,373787.0,19504.0,732.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,3,3.0,99510.91666666667,80006.91666666667,168097.0833333333
Rent,1168386.0,4,0.0,9.0,10.0,786302.0,0.0,0.0,needs,,156552.0,133779.0,23942.0,740.0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,4.0,97365.5,73423.5,59186.5
Home Mortgage,1252784.0,2,0.0,12.0,22.5,559438.0,0.0,0.0,needs,,290114.0,192774.0,24221.0,745.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,4.0,104398.66666666667,80177.66666666667,185715.3333333333
Home Mortgage,1168386.0,10,0.0,12.0,9.8,821458.0,0.0,0.0,needs,,240306.0,343368.0,23719.0,740.0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,3,4.0,97365.5,73646.5,142940.5
Rent,1001281.0,2,0.0,6.0,31.2,682110.0,0.0,0.0,needs,,128810.0,484253.0,13267.0,722.0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,2.0,83440.08333333333,70173.08333333333,45369.91666666667
Home Mortgage,1407976.0,10,0.0,12.0,25.7,1156034.0,0.0,0.0,other,,75086.0,770754.0,18233.0,746.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,3,4.0,117331.33333333333,99098.33333333333,-42245.33333333333
Home Mortgage,1019749.0,0,0.0,19.0,15.5,309573.0,0.0,0.0,needs,,309573.0,47481.0,7597.0,738.0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,4.0,84979.08333333333,77382.08333333333,224593.9166666667
Home Mortgage,1854419.0,2,0.0,16.0,17.1,917774.0,0.0,0.0,needs,,774774.0,199747.0,29053.0,743.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,4.0,154534.91666666666,125481.91666666666,620239.0833333334
Home Mortgage,929955.0,0,0.0,6.0,9.0,429638.0,0.0,0.0,needs,,429638.0,175826.0,8370.0,710.0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,2.0,77496.25,69126.25,352141.75
Home Mortgage,1936290.0,1,0.0,14.0,24.9,777524.0,0.0,0.0,needs,,627770.0,402895.0,38080.0,708.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,2.0,161357.5,123277.5,466412.5
Rent,3926046.0,3,0.0,8.0,13.0,470272.0,0.0,0.0,needs,,470272.0,280098.0,18093.0,742.0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,4.0,327170.5,309077.5,143101.5
Home Mortgage,701803.0,10,0.0,9.0,22.5,355718.0,1.0,1.0,needs,,219626.0,191710.0,15674.0,743.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,3,4.0,58483.583333333336,42809.583333333336,161142.41666666666
Rent,1791472.0,4,0.0,6.0,9.8,181192.0,0.0,0.0,other,,148478.0,97793.0,7674.0,704.0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,2.0,149289.33333333334,141615.33333333334,-811.333333333343
Own Home,1160862.0,1,0.0,8.0,12.5,571098.0,0.0,0.0,needs,,537658.0,407892.0,15575.0,739.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,4.0,96738.5,81163.5,440919.5
Home Mortgage,1260840.0,8,0.0,8.0,11.5,271568.0,0.0,0.0,needs,,271568.0,148846.0,10475.0,743.0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,2,4.0,105070.0,94595.0,166498.0
Rent,1219933.0,10,0.0,12.0,19.3,1382282.0,0.0,0.0,needs,,543290.0,790286.0,31413.0,735.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,3,3.0,101661.08333333333,70248.08333333333,441628.9166666667
Home Mortgage,1168386.0,10,0.0,7.0,17.5,368016.0,0.0,0.0,needs,,368016.0,195871.0,13860.0,740.0,0,0,1,0,1,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,3,4.0,97365.5,83505.5,270650.5
Home Mortgage,1312577.0,5,0.0,11.0,11.4,730730.0,0.0,0.0,needs,,587004.0,321214.0,21986.0,723.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,2.0,109381.41666666667,87395.41666666667,477622.5833333333
Home Mortgage,1343300.0,10,0.0,19.0,32.6,811646.0,0.0,0.0,other,,177760.0,188556.0,18918.0,693.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,3,1.0,111941.66666666667,93023.66666666667,65818.33333333333
Home Mortgage,1168386.0,6,0.0,6.0,10.8,602316.0,0.0,0.0,needs,,602316.0,284791.0,26567.0,740.0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,4.0,97365.5,70798.5,504950.5
Home Mortgage,307743.0,10,0.0,4.0,13.2,276034.0,0.0,0.0,needs,,140162.0,163058.0,5693.0,718.0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,3,2.0,25645.25,19952.25,114516.75
Rent,524761.0,1,0.0,8.0,18.8,546766.0,0.0,0.0,needs,,218636.0,339530.0,8090.0,690.0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1.0,43730.083333333336,35640.083333333336,174905.91666666666
Home Mortgage,787873.0,2,0.0,23.0,22.4,1794518.0,0.0,0.0,needs,,309573.0,158080.0,12343.0,750.0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,4.0,65656.08333333333,53313.08333333333,243916.9166666667
Rent,700758.0,3,0.0,13.0,25.0,1432090.0,0.0,0.0,needs,,309573.0,259730.0,14482.0,751.0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,-1.0,58396.5,43914.5,251176.5
Own Home,831307.0,8,0.0,12.0,20.8,684090.0,0.0,0.0,needs,,428120.0,241642.0,13855.0,743.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,2,4.0,69275.58333333333,55420.58333333333,358844.4166666667
Rent,1168386.0,2,0.0,14.0,12.9,745954.0,0.0,0.0,needs,,351186.0,417449.0,31373.0,740.0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,4.0,97365.5,65992.5,253820.5
Home Mortgage,1168386.0,10,0.0,6.0,16.2,358204.0,0.0,0.0,needs,,315458.0,198911.0,9029.0,740.0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,3,4.0,97365.5,88336.5,218092.5
Home Mortgage,1004644.0,10,0.0,9.0,28.0,335016.0,0.0,0.0,needs,,324104.0,252016.0,23860.0,742.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,3,4.0,83720.33333333333,59860.33333333333,240383.6666666667
Home Mortgage,773262.0,10,0.0,19.0,16.7,1116808.0,0.0,0.0,needs,,106128.0,117667.0,14821.0,750.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,3,4.0,64438.5,49617.5,41689.5
Home Mortgage,1686877.0,3,0.0,11.0,25.7,677160.0,0.0,0.0,needs,,521048.0,480130.0,41188.0,709.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,2.0,140573.08333333334,99385.08333333334,380474.9166666666
Home Mortgage,1168386.0,10,0.0,12.0,44.7,1632422.0,0.0,0.0,needs,,265826.0,1213872.0,54508.0,740.0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,3,4.0,97365.5,42857.5,168460.5
Rent,1690335.0,9,0.0,20.0,46.4,1128468.0,1.0,1.0,needs,,479512.0,534071.0,15776.0,720.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,2,2.0,140861.25,125085.25,338650.75
Own Home,973180.0,9,0.0,8.0,18.4,247896.0,1.0,1.0,needs,,247896.0,163951.0,6350.0,738.0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,2,4.0,81098.33333333333,74748.33333333333,166797.6666666667
Rent,813637.0,0,0.0,9.0,9.9,473902.0,0.0,0.0,other,,309573.0,83486.0,9282.0,738.0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,4.0,67803.08333333333,58521.08333333333,241769.9166666667
Rent,2060816.0,0,0.0,11.0,12.5,421784.0,0.0,0.0,needs,,419804.0,246981.0,17860.0,742.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,4.0,171734.66666666666,153874.66666666666,248069.33333333334
Home Mortgage,1168386.0,10,0.0,20.0,16.5,1141998.0,0.0,0.0,needs,,276100.0,755478.0,27988.0,740.0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,3,4.0,97365.5,69377.5,178734.5
Rent,1631644.0,1,1.0,16.0,23.3,633072.0,2.0,1.0,needs,,333410.0,246582.0,22435.0,738.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,4.0,135970.33333333334,113535.33333333334,197439.66666666666
Home Mortgage,1250694.0,10,0.0,14.0,33.0,903188.0,0.0,0.0,needs,,334202.0,140410.0,7254.0,742.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,3,4.0,104224.5,96970.5,229977.5
Own Home,1588191.0,5,0.0,7.0,18.0,311454.0,0.0,0.0,needs,,259622.0,158156.0,21043.0,723.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,2.0,132349.25,111306.25,127272.75
Own Home,778696.0,8,0.0,4.0,14.7,205018.0,0.0,0.0,needs,,135256.0,97204.0,13368.0,747.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,2,4.0,64891.333333333336,51523.333333333336,70364.66666666666
Own Home,753920.0,2,0.0,11.0,18.9,338668.0,0.0,0.0,needs,,309573.0,272593.0,14576.0,736.0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,4.0,62826.666666666664,48250.666666666664,246746.33333333334
Rent,1605956.0,10,0.0,6.0,22.0,1089880.0,0.0,0.0,needs,,765688.0,843372.0,33725.0,723.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,3,2.0,133829.66666666666,100104.66666666666,631858.3333333334
Home Mortgage,1804810.0,4,0.0,12.0,31.8,586256.0,0.0,0.0,needs,,309573.0,360506.0,16845.0,736.0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,4.0,150400.83333333334,133555.83333333334,159172.16666666666
Home Mortgage,855000.0,5,0.0,19.0,10.8,312312.0,0.0,0.0,needs,,308000.0,127851.0,24011.0,723.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,2.0,71250.0,47239.0,236750.0
Rent,948765.0,10,0.0,7.0,13.5,237292.0,0.0,0.0,needs,,237292.0,64638.0,18896.0,692.0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,3,1.0,79063.75,60167.75,158228.25
Home Mortgage,1551160.0,1,0.0,16.0,21.6,471482.0,0.0,0.0,needs,,471482.0,314811.0,22621.0,696.0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1.0,129263.33333333333,106642.33333333333,342218.6666666667
Home Mortgage,875140.0,7,0.0,5.0,21.5,321068.0,0.0,0.0,needs,,321068.0,15523.0,14731.0,749.0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,2,4.0,72928.33333333333,58197.33333333333,248139.6666666667
Home Mortgage,2094389.0,10,0.0,10.0,18.3,667546.0,0.0,0.0,needs,,309573.0,397214.0,27576.0,745.0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,3,4.0,174532.41666666666,146956.41666666666,135040.58333333334
Rent,739005.0,2,0.0,20.0,18.3,2177758.0,0.0,0.0,needs,,456808.0,607487.0,9669.0,732.0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,3.0,61583.75,51914.75,395224.25
Home Mortgage,2150990.0,10,0.0,13.0,17.5,413204.0,0.0,0.0,needs,,177892.0,136325.0,27066.0,744.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,3,4.0,179249.16666666666,152183.16666666666,-1357.166666666657
Home Mortgage,1168386.0,10,0.0,7.0,22.1,161172.0,0.0,0.0,needs,,91520.0,124716.0,9331.0,740.0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,3,4.0,97365.5,88034.5,-5845.5
Home Mortgage,3708420.0,10,0.0,20.0,41.2,3450832.0,0.0,0.0,needs,,429396.0,342741.0,29235.0,751.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,3,-1.0,309035.0,279800.0,120361.0
Home Mortgage,1529956.0,1,0.0,14.0,19.0,850674.0,0.0,0.0,needs,,432080.0,543666.0,21929.0,740.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,4.0,127496.33333333333,105567.33333333333,304583.6666666667
Home Mortgage,1068408.0,10,0.0,7.0,11.8,615714.0,0.0,0.0,needs,,224928.0,186124.0,3553.0,745.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,3,4.0,89034.0,85481.0,135894.0
Home Mortgage,1137492.0,5,0.0,17.0,12.9,309573.0,0.0,0.0,needs,,309573.0,41610.0,24456.0,702.0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,2.0,94791.0,70335.0,214782.0
Rent,1133388.0,10,0.0,15.0,24.9,609928.0,0.0,0.0,needs,,218724.0,240730.0,19173.0,680.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,3,1.0,94449.0,75276.0,124275.0
Home Mortgage,1206101.0,7,0.0,14.0,36.5,582582.0,0.0,0.0,needs,,352902.0,287793.0,22614.0,632.0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,2,0.0,100508.41666666667,77894.41666666667,252393.5833333333
Rent,1448807.0,6,0.0,14.0,16.0,382712.0,0.0,0.0,needs,,217866.0,218804.0,21491.0,699.0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1.0,120733.91666666667,99242.91666666667,97132.08333333333
Own Home,1012054.0,10,0.0,17.0,19.8,460218.0,1.0,1.0,needs,,151910.0,86241.0,21084.0,722.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,3,2.0,84337.83333333333,63253.83333333333,67572.16666666667
Home Mortgage,1168386.0,9,0.0,7.0,9.1,214962.0,0.0,0.0,needs,,214962.0,27664.0,15718.0,740.0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,2,4.0,97365.5,81647.5,117596.5
Own Home,1013479.0,4,0.0,13.0,24.2,848584.0,0.0,0.0,needs,,420508.0,260167.0,24661.0,611.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,-1.0,84456.58333333333,59795.58333333333,336051.4166666667
Home Mortgage,1114350.0,8,0.0,9.0,8.4,705408.0,0.0,0.0,needs,,572044.0,568385.0,24794.0,676.0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,2,1.0,92862.5,68068.5,479181.5
Home Mortgage,2304396.0,1,0.0,11.0,20.1,1286186.0,0.0,0.0,needs,,444708.0,299915.0,28805.0,740.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,4.0,192033.0,163228.0,252675.0
Rent,748847.0,6,0.0,11.0,18.6,496584.0,0.0,0.0,needs,,231044.0,171114.0,12855.0,727.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,3.0,62403.916666666664,49548.916666666664,168640.08333333334
Own Home,660212.0,1,0.0,10.0,28.1,705694.0,0.0,0.0,needs,,91190.0,25593.0,4941.0,748.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,4.0,55017.666666666664,50076.666666666664,36172.333333333336
Home Mortgage,1168386.0,10,0.0,10.0,13.0,266442.0,1.0,1.0,needs,,66044.0,96653.0,3971.0,740.0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,3,4.0,97365.5,93394.5,-31321.5
Rent,1626476.0,2,0.0,20.0,21.7,691878.0,0.0,0.0,needs,,155100.0,308313.0,33478.0,744.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,4.0,135539.66666666666,102061.66666666666,19560.333333333343
Home Mortgage,2116714.0,10,0.0,6.0,24.6,328262.0,0.0,0.0,needs,,328262.0,87647.0,2187.0,743.0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,3,4.0,176392.83333333334,174205.83333333334,151869.16666666666
Rent,1144560.0,6,0.0,29.0,16.6,852918.0,0.0,0.0,needs,,552200.0,449331.0,31571.0,727.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,3.0,95380.0,63809.0,456820.0
Home Mortgage,1168386.0,7,0.0,8.0,31.0,662596.0,0.0,0.0,needs,,368346.0,330752.0,14574.0,740.0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,2,4.0,97365.5,82791.5,270980.5
Home Mortgage,957087.0,6,0.0,17.0,12.6,590546.0,0.0,0.0,needs,,347666.0,179018.0,18663.0,725.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,2.0,79757.25,61094.25,267908.75
Home Mortgage,1015531.0,10,0.0,8.0,27.3,1357356.0,0.0,0.0,needs,,309573.0,638875.0,12186.0,743.0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,3,4.0,84627.58333333333,72441.58333333333,224945.4166666667
Rent,823878.0,8,0.0,5.0,9.5,374946.0,0.0,0.0,needs,,309573.0,202388.0,11672.0,737.0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,2,4.0,68656.5,56984.5,240916.5
Home Mortgage,943578.0,9,0.0,14.0,26.1,926486.0,0.0,0.0,needs,,490534.0,169632.0,7816.0,743.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,2,4.0,78631.5,70815.5,411902.5
Rent,4757885.0,0,0.0,3.0,33.5,764654.0,0.0,0.0,purchase,,161898.0,244340.0,13044.0,744.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,4.0,396490.4166666667,383446.4166666667,-234592.4166666667
Own Home,1991998.0,4,0.0,10.0,22.5,1611632.0,0.0,0.0,needs,,776248.0,974301.0,34113.0,687.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1.0,165999.83333333334,131886.83333333334,610248.1666666666
Home Mortgage,867445.0,8,0.0,16.0,11.4,991584.0,0.0,0.0,needs,,404272.0,292885.0,12650.0,745.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,2,4.0,72287.08333333333,59637.08333333333,331984.9166666667
Home Mortgage,4473816.0,10,0.0,8.0,32.5,2668710.0,0.0,0.0,purchase,,259006.0,1500430.0,60807.0,751.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,3,-1.0,372818.0,312011.0,-113812.0
Home Mortgage,1316700.0,10,0.0,13.0,11.8,332948.0,0.0,0.0,needs,,261360.0,158156.0,13825.0,706.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,3,2.0,109725.0,95900.0,151635.0
Own Home,581229.0,0,0.0,17.0,10.4,581042.0,0.0,0.0,needs,,224334.0,386403.0,13126.0,717.0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,2.0,48435.75,35309.75,175898.25
Own Home,825341.0,10,0.0,9.0,16.7,466180.0,1.0,1.0,needs,,202246.0,151791.0,13962.0,713.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,3,2.0,68778.41666666667,54816.41666666667,133467.5833333333
Home Mortgage,638381.0,9,0.0,5.0,17.6,309573.0,0.0,0.0,needs,,309573.0,105355.0,7129.0,722.0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,2,2.0,53198.416666666664,46069.416666666664,256374.58333333334
Rent,865868.0,0,0.0,17.0,8.5,227084.0,0.0,0.0,needs,,155958.0,123956.0,13565.0,728.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,3.0,72155.66666666667,58590.66666666667,83802.33333333333
Home Mortgage,971185.0,6,0.0,24.0,14.4,544434.0,0.0,0.0,needs,,309573.0,288230.0,21366.0,727.0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,3.0,80932.08333333333,59566.08333333333,228640.9166666667
Home Mortgage,1168386.0,10,0.0,13.0,20.7,1056440.0,0.0,0.0,other,,87098.0,852169.0,49126.0,740.0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,3,4.0,97365.5,48239.5,-10267.5
Home Mortgage,2632127.0,10,0.0,11.0,29.8,471064.0,0.0,0.0,needs,,345840.0,373046.0,12810.0,726.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,3,3.0,219343.91666666666,206533.91666666666,126496.08333333334
Home Mortgage,2293908.0,3,0.0,11.0,18.6,1432684.0,0.0,0.0,other,,265606.0,629793.0,19059.0,714.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,2.0,191159.0,172100.0,74447.0
Home Mortgage,1778400.0,2,0.0,10.0,33.5,231704.0,0.0,0.0,needs,,160886.0,167485.0,28603.0,746.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,4.0,148200.0,119597.0,12686.0
Rent,959994.0,10,0.0,13.0,11.7,329340.0,0.0,0.0,needs,,309573.0,180044.0,13280.0,735.0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,3,3.0,79999.5,66719.5,229573.5
Rent,883918.0,9,0.0,3.0,15.1,215380.0,0.0,0.0,other,,107756.0,37753.0,2792.0,704.0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,2,2.0,73659.83333333333,70867.83333333333,34096.16666666667
Own Home,1091436.0,7,0.0,28.0,16.7,1740244.0,0.0,0.0,needs,,232518.0,151791.0,11915.0,737.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,2,4.0,90953.0,79038.0,141565.0
Home Mortgage,677331.0,3,0.0,10.0,11.5,277090.0,0.0,0.0,needs,,202796.0,190000.0,8918.0,731.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,3.0,56444.25,47526.25,146351.75
Home Mortgage,2343726.0,1,0.0,9.0,15.6,778558.0,0.0,0.0,needs,,778558.0,10032.0,1269.0,722.0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,2.0,195310.5,194041.5,583247.5
Home Mortgage,1587868.0,1,0.0,9.0,11.0,315436.0,0.0,0.0,needs,,309573.0,149568.0,10043.0,741.0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,4.0,132322.33333333334,122279.33333333334,177250.66666666666
Home Mortgage,837615.0,8,0.0,13.0,18.1,186560.0,0.0,0.0,needs,,87780.0,148067.0,6841.0,722.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,2,2.0,69801.25,62960.25,17978.75
Rent,2519894.0,3,0.0,5.0,10.9,448888.0,0.0,0.0,other,,448888.0,37924.0,6489.0,649.0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0.0,209991.16666666666,203502.16666666666,238896.83333333334
Home Mortgage,1104185.0,10,0.0,10.0,20.0,1023440.0,0.0,0.0,needs,,441232.0,811414.0,21844.0,693.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,3,1.0,92015.41666666667,70171.41666666667,349216.5833333333
Rent,875406.0,7,0.0,9.0,11.2,726440.0,0.0,0.0,needs,,446424.0,365769.0,21010.0,732.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,2,3.0,72950.5,51940.5,373473.5
